,person 1,person 2,team,# connections
116,#11 Helena Tremblay,#26 Stephanie Siu,CAN Women's,3
766,#43 Florian Bayr,#55 Benjamin Gaudernak,AUT Open,3
765,#55 Benjamin Gaudernak,#63 Jakob Kratky,AUT Open,3
93,#17 Madison Ong,#7 Anna Goddu,CAN Women's,3
760,#0 Rivaldo Briceño,#8 Gustavo Mendez,COL Open,3
781,#19 Tobias Maierhofer,#25 Benjamin Schlechter,GER Open,3
783,#6 Jonathan Meyer-Bothling,#85 Gideon Schenk,GER Open,3
78,#21 Ava Mueller,#5 Luisa Graefer,GER Women's,3
101,#7 Anna Goddu,#93 Mika Kurahashi,CAN Women's,3
2228,#26 David Barzasi,#64 Michele Grazzini,ITA Open,3
754,#11 Ji Ern Chee,#19 Boon Heng Tan,SGP Open,3
1668,#46 Lisa Ringgenberg,#8 Leon Vitaliano,SUI Mixed,3
1662,#12 Arvid Arensmeier,#23 Gustav Robertsson,SWE Mixed,3
750,#14 Tyron Choong Yong Yew,#6 Mark Tong Renjun,SGP Open,3
115,#17 Madison Ong,#8 Oliana Chan,CAN Women's,3
1656,#18 Alva Angergård,#8 Otto Edgren,SWE Mixed,3
149,#24 Christina McKeon,#42 Mary Kate Geehan,IRL Women's,3
1652,#18 Alva Angergård,#23 Gustav Robertsson,SWE Mixed,3
1730,#11 Emma Falke,#21 Ava Mueller,GER Women's,3
6,#33 Erica Birdsong,#44 Stacy Gaskill,USA Women's,3
7,#10 Alyssa Ehrhardt,#18 Clil Phillips,USA Women's,3
1625,#16 Luis Bysäth,#25 Louis Brunner,SUI Mixed,3
1622,#45 Moritz Hinkel,#59 Timon Eggenberg,SUI Mixed,3
803,#26 Andrew Sweetnam,#7 Thomas Oliver,GBR Open,3
140,#10 Shelby Thompson,#86 Saelea Muduioa,AUS Women's,3
740,#41 Dante Carvajalino,#5 Alejandro Marin,COL Open,3
1612,#38 PO-EN TSAI,#71 CHUN-YI WU,TPE Mixed,3
805,#16 Ethan Morrell,#17 Myles Vinh Farr,GBR Open,3
1605,#21 dax Miller,#37 Calvin Coulbury,CAN Mixed,3
146,#28 Rachel Cooc,#4 Tyama Lyall,CAN Women's,3
148,#67 Tiffany Zhang,#7 Anna Goddu,CAN Women's,3
240,#22 Anna Ly,#28 Ashley Teo,AUS Women's,3
1805,#13 Sophie Mance,#2 Helena Terry,NZL Women's,3
674,#26 David Barzasi,#29 Carlo Mazzo,ITA Open,3
1419,#10 KENTO ARAKI,#34 TOSHIKI ISHI,JPN Mixed,3
272,#61 Siti Aisyah Binte Andry Erfanto,#9 Ermilia Pok,SGP Women's,3
273,#24 MIRI MATSUZAKI,#89 HIKARI HASHIZUME,JPN Women's,3
19,#13 Sophie Mance,#58 Amy Holder,NZL Women's,3
676,#38 Alberto Cassanelli,#96 Liam Crisafulli,ITA Open,3
1858, ,#4 Clare Gilheany,IRL Women's,3
1405,#15 Joshua East,#9 Leon Williams,GBR Mixed,3
1402,#4 MAHIRO ADACHI,#5 AYUMU TAKAI,JPN Mixed,3
284,#81 ASUKA MORIOKA,#88 MAYUKA TAKADA,JPN Women's,3
286,#15 KANNA SOGABE,#79 MEI MAMIYA,JPN Women's,3
1399,#44 Sasha Haines,#9 Leon Williams,GBR Mixed,3
672,#10 Riccardo Corazza,#80 Simone Bortolai,ITA Open,3
1386,#26 ITSUYA ONISHI,#3 SHUTO NAGAI,JPN Mixed,3
1367,#0 Kent Willcock,#19 Keita Perry,NZL Mixed,3
310,#18 Nikola Hübl,#27 Mira Petz,AUT Women's,3
2155,#57 SHIH-YU HSIAO,#78 BO-YI YAN,TPE Mixed,3
661,#10 Roy Kang,#16 Justin Low Yue Jun,SGP Open,3
1348,#33 Finn Mädge,#48 Anton Schumann,GER Mixed,3
55,#5 Marguerite Downey,#72 Ezra Weybright,USA Women's,3
1905,#18 Alva Angergård,#31 Elsa Enell,SWE Mixed,3
332,#8 NANAKO KOIZUMI,#91 MITSUKI TSUNEZUMI,JPN Women's,3
928,#33 Martin Gallant,#8 Oscar Stonehouse,CAN Open,3
1320,#22 Orestis Vaysi,#42 Tristan Bücker,GER Mixed,3
1319,#0 Marc Anthony Munoz,#22 Olivia Goss,USA Mixed,3
1318,#11 Sara Liang,#17 Hayden Austin-Knab,USA Mixed,3
2144,#11 Matthew Shu,#57 SHIH-YU HSIAO,TPE Mixed,3
1417,#10 KENTO ARAKI,#5 AYUMU TAKAI,JPN Mixed,3
543,#60 Vivien Xia Xin Tong,#9 Ermilia Pok,SGP Women's,3
1445,#30 Laura Acosta,#49 Miguel Marulanda,COL Mixed,3
687,#38 Alberto Cassanelli,#8 Sebastian Rossi,ITA Open,3
888,#14 Ian Wallace,#19 Wilkie Lewis,CAN Open,3
1451,#10 Ana Giron,#30 Laura Acosta,COL Mixed,3
260,#4 Emma Whitlock,#7 Ericia Chang,NZL Women's,3
1838,#27 Deepa Ivyette David,#52 Janica Angelli Luzuriaga,PHI Women's,3
859,#71 Nathaniel Tan I-Xin,#9 Noah Lee Jen,SGP Open,2
798,#10 Rhodri Williams,#33 Henry Brooking,GBR Open,2
923,#14 Ian Wallace,#33 Martin Gallant,CAN Open,2
1032,#14 Harrison Leach,#88 Bryn Douglas,NZL Open,2
2084,#14 Lyndall Lucy Voss-Price,#22 Tom James Smyth,RSA Mixed,2
920,#23 Sean Lemon,#49 Jack Lewis,NZL Open,2
2150,#51 Meagan Chau,#8 Ka Lok Ethan Lau,HKG Mixed,2
2225,#11 SOTA ONO,#88 TSUBASA TAKAHASHI,JPN Open,2
2137,#7 YU-HAN WONG,#71 CHUN-YI WU,TPE Mixed,2
2151,#42 Yin Lam Lai,#9 Tai Tsui Yeung,HKG Mixed,2
2081,#65 Robyn-Anne Hyslop,#77 Ethan Blessing King,RSA Mixed,2
799,#57 Julián Betancur,#6 Jacobo García,COL Open,2
801,#21 Kody Elliott-Edwards,#55 Sam Criddle,GBR Open,2
2086,#23 James Joseph Granelli,#3 Hermias Cornelius Nieuwoudt,RSA Mixed,2
30,#11 Julia Giurgiu,#77 Justine Ursua,NZL Women's,2
880,#21 Wong Kong Yew,#24 Ethan Kok Kuan Mun,SGP Open,2
2170,#19 Sze Ngai Jake Yuen,#42 Yin Lam Lai,HKG Mixed,2
2153,#41 Hoi Ching Natalie So,#42 Yin Lam Lai,HKG Mixed,2
1023,#28 ATSUSHI ISHIDOYA,#66 TASUKU OKADA,JPN Open,2
878,#11 Ji Ern Chee,#25 Mohamed Haziq Bin Mohamed Saleem,SGP Open,2
2112,#12 Richard Ly,#2 James Wu,AUS Mixed,2
49,#18 Clil Phillips,#33 Erica Birdsong,USA Women's,2
43,#10 Shelby Thompson,#3 Julie Chong,AUS Women's,2
2156,#6 Wai Sze Ho,#82 Jago Mario Long Hymn Chan,HKG Mixed,2
935,#47 Joe Linehan,#92 Ronan Callahan,IRL Open,2
2116,#48 Hannah Phillips,#6 Gabriel Eady,AUS Mixed,2
29,#13 Sophie Mance,#5 Olivia Altenburg-Carey,NZL Women's,2
774,#0 Jeremia Prochaska,#72 Paul Ressl,AUT Open,2
2166,#10 Hannah Bradley,#16 Eric Deng,AUS Mixed,2
978,#56 Matthew Calder,#61 Callum Faulkner,AUS Open,2
2075,#25 Louis Brunner,#55 Luis Siegenthaler,SUI Mixed,2
1046,#18 Brendan Dunne,#47 Joe Linehan,IRL Open,2
778,#46 Raphael Panic,#78 Christoph Angetter,AUT Open,2
936,#33 Martin Gallant,#86 Jakob Brissette,CAN Open,2
886,#12 Brandon Adibe,#99 Abeer Lamba,CAN Open,2
2077,#58 Robyn Lee,#77 Ethan Blessing King,RSA Mixed,2
1042,#22 Louis Stewart,#92 Ronan Callahan,IRL Open,2
937,#22 Ywan Cohonner,#63 Eli Park,CAN Open,2
938,#12 Brandon Adibe,#30 Richard McLeod,CAN Open,2
1039,#22 Louis Stewart,#47 Joe Linehan,IRL Open,2
930,#46 Josh Holloway,#88 Bryn Douglas,NZL Open,2
2145,#28 Andrew Catchpole,#6 Gabriel Eady,AUS Mixed,2
791,#5 Alejandro Marin,#57 Julián Betancur,COL Open,2
2167,#19 Sze Ngai Jake Yuen,#8 Ka Lok Ethan Lau,HKG Mixed,2
2080,#0 JUNHAO CHEN,#99 YI ZHANG,CHN Mixed,2
912,#53 Filip Molnár,#6 Morris Witkam,NED Open,2
945,#41 Alexandre Bedard,#5 Julien Sénéchal,CAN Open,2
2088,#14 LINGYAO JIAN,#33 SHANSHAN JIANG,CHN Mixed,2
2136,#44 YU-HSIANG HUNG,#57 SHIH-YU HSIAO,TPE Mixed,2
34,#3 Julie Chong,#4 Lucy Deller,AUS Women's,2
36,#33 Erica Birdsong,#8 Caroline Tornquist,USA Women's,2
869,#16 Jasper Linde,#21 Henri Bernecker,GER Open,2
906,#0 Koji Suzuki,#7 Justin Podnar,CAN Open,2
997,#11 SOTA ONO,#14 NAOKI ISOBE,JPN Open,2
955,#33 Tobe Decraene,#7 Ferre Van Bogaert,BEL Open,2
831,#67 Noah Haider,#7 Erik Allmer,AUT Open,2
894,#3 Zachary Tottle,#35 Eliott Heloir,CAN Open,2
2159,#8 Ka Lok Ethan Lau,#91 Wing Sum Ching,HKG Mixed,2
992,#84 KAZUMICHI NODA,#9 TATSUNOSUKE SAKUMA,JPN Open,2
2198,#21 Arthur Moyersoen,#23 Samir Boumalal,BEL Open,2
841,#16 Jasper Linde,#77 Paul Herkens,GER Open,2
986,#1 KAKERU CHIBA,#5 KEITA SASAKI,JPN Open,2
2108,#6 Gabriel Eady,#82 Abdul Siddique,AUS Mixed,2
2197,#27 Nicholas Houghton,#55 Sam Criddle,GBR Open,2
847,#22 Yannik Rincker,#28 Vincent Wagner,GER Open,2
2162,#5 Alex Sangah,#58 Jake Upton,AUS Mixed,2
860,#16 Jasper Linde,#98 Lucas Dippel,GER Open,2
2186,#6 Jonathan Meyer-Bothling,#77 Paul Herkens,GER Open,2
898,#29 Jacob Duquette,#99 Abeer Lamba,CAN Open,2
2143,#21 Eva Strachan,#6 Gabriel Eady,AUS Mixed,2
33,#77 Emma Williamson,#82 Claire Schmitt,USA Women's,2
985,#12 Brandon Adibe,#13 Kevin Tong,CAN Open,2
827,#0 Jeremia Prochaska,#64 Jan Uschnig,AUT Open,2
2219,#22 Ywan Cohonner,#35 Eliott Heloir,CAN Open,2
2185,#33 Martin Gallant,#41 Alexandre Bedard,CAN Open,2
2173,#44 Scott Heyman,#46 Tristan Yarter,USA Open,2
910,#21 Landon Lavoie,#29 Jacob Duquette,CAN Open,2
2222,#7 Justin Podnar,#88 Devon Bringeland-Powell,CAN Open,2
1018,#10 RYUICHI HYAKUMOTO,#9 TATSUNOSUKE SAKUMA,JPN Open,2
2133,#24 Daniel Ramirez Toledo,#7 Valentina Ramos,COL Mixed,2
2132,#40 Ka Chun Fong,#42 Yin Lam Lai,HKG Mixed,2
909,#8 Oscar Stonehouse,#88 Devon Bringeland-Powell,CAN Open,2
2124,#43 Ho Owen Chan,#9 Tai Tsui Yeung,HKG Mixed,2
872,#64 Jan Uschnig,#7 Erik Allmer,AUT Open,2
826,#10 Rhodri Williams,#7 Thomas Oliver,GBR Open,2
907,#13 Kevin Tong,#23 Raphael Lalonde-Landry,CAN Open,2
37,#4 Elsa Winslow,#72 Ezra Weybright,USA Women's,2
2118,#58 Jake Upton,#6 Gabriel Eady,AUS Mixed,2
811,#13 Matthew Goh Sze Han,#21 Wong Kong Yew,SGP Open,2
812,#19 Boon Heng Tan,#25 Mohamed Haziq Bin Mohamed Saleem,SGP Open,2
2217,#0 Koji Suzuki,#99 Abeer Lamba,CAN Open,2
892,#22 HONGCHI ZHANG,#3 MAOSEN SHANG,CHN Open,2
822,#15 Fritz Holzner,#67 Noah Haider,AUT Open,2
40,#21 Theresa Yu,#77 Emma Williamson,USA Women's,2
970,#7 Justin Podnar,#8 Oscar Stonehouse,CAN Open,2
80,#21 Theresa Yu,#8 Caroline Tornquist,USA Women's,2
2072,#17 Alexandra Tutuian,#78 Dominik Christen,SUI Mixed,2
15,#18 Clil Phillips,#82 Claire Schmitt,USA Women's,2
1837,#4 Clare Gilheany,#55 Róisín McLelland,IRL Women's,2
1836,#44 RUYI SONG,#99 LU ZHANG,CHN Women's,2
1832,#12 Nicole Isabel Amurao,#27 Deepa Ivyette David,PHI Women's,2
1454,#12 Sam Choo,#84 Ned Morris,GBR Mixed,2
1828,#38 MENGYAO MA,#40 HAITANG ZHANG,CHN Women's,2
1827,#0 Esther Louise Garchitorena,#4 Abigail Gerlyn Abing,PHI Women's,2
1463,#54 Ben Tempest,#88 Cameron Weir,GBR Mixed,2
1464,#15 Joshua East,#37 Jet Hilborne,GBR Mixed,2
1465,#28 Rosamond Bailey,#49 Rosalind Coward,GBR Mixed,2
1466,#10 Amelia Edwards,#84 Ned Morris,GBR Mixed,2
1470,#10 Amelia Edwards,#9 Leon Williams,GBR Mixed,2
1471,#3 Persephone Pantling,#63 Ryan Kapma,GBR Mixed,2
1481,#33 SHANSHAN JIANG,#61 KEYU LIU,CHN Mixed,2
1814,#42 Seraphina Chia Pei Ying,#72 Jovina Lew,SGP Women's,2
1485,#33 Reynard Cher Zhi Heng,#9 Jonathan Ng Yong Ming,SGP Mixed,2
1487,#65 Shaune Chow,#90 Matthew Tan,SGP Mixed,2
1812,#15 Christine Seow Sok Xuan,#77 Vivian Ho Tsai Wei,SGP Women's,2
1492,#2 Nathan Ong Song En,#29 Brian Lee,SGP Mixed,2
1493,#23 Saku Vintola,#3 Elina Roiha,FIN Mixed,2
1495,#23 Saku Vintola,#52 Nooa Winqwist,FIN Mixed,2
1496,#21 Jeffery Koh Yong Ping,#24 Joyce Ong Pei Xuan,SGP Mixed,2
1498,#16 Serena Sim Siew Ping,#2 Nathan Ong Song En,SGP Mixed,2
1500,#28 Taya Nell Sterkenburg,#7 Samuel Neil Bovim,RSA Mixed,2
1807,#27 Jeraldine Leong Jia Yi,#9 Ermilia Pok,SGP Women's,2
1505,#22 Tom James Smyth,#7 Samuel Neil Bovim,RSA Mixed,2
1443,#14 LINGYAO JIAN,#77 HAO YAN,CHN Mixed,2
1439,#28 Daniela Criollo,#49 Miguel Marulanda,COL Mixed,2
1840,#1 Isabella Marie Escano,#52 Janica Angelli Luzuriaga,PHI Women's,2
1881,#20 Lina Ungerth Frank,#5 Alexander Hermansson,SWE Mixed,2
1343,#48 Anton Schumann,#8 Moritz Wehrheim,GER Mixed,2
1344,#10 Ethan Joseph Medina Li,#19 Sze Ngai Jake Yuen,HKG Mixed,2
1895,#26 Jia Yan Chng,#67 Shi Hui Beh,SGP Mixed,2
81,#25 Charlotte Pfister,#75 Charlotte Schall,GER Women's,2
1891,#34 TOSHIKI ISHI,#7 NAOYA TAKAHASHI,JPN Mixed,2
1355,#0 Kent Willcock,#78 Finn Collins,NZL Mixed,2
1358,#31 Lucas Willcock,#72 Maringi Hogan,NZL Mixed,2
1885,#0 Marc Anthony Munoz,#10 Nicole Chan,USA Mixed,2
1364,#15 Anna-Laura Hasubek,#42 Tristan Bücker,GER Mixed,2
22,#11 Dawn Culton,#33 Erica Birdsong,USA Women's,2
1882,#23 Gustav Robertsson,#78 Carl Svärd,SWE Mixed,2
1371,#22 Morgan O'Hara,#3 Rebecca Farr,NZL Mixed,2
1842,#26 Lara Collier,#88 Megan O'Regan-Artaud,IRL Women's,2
1374,#52 Bridget Forsyth,#78 Finn Collins,NZL Mixed,2
1387,#33 SHANSHAN JIANG,#69 WEI LIU,CHN Mixed,2
1866,#11 Wanyi Zhang,#72 Jovina Lew,SGP Women's,2
1863,#18 Yiyin Cao,#72 Jovina Lew,SGP Women's,2
1410,#3 SHUTO NAGAI,#34 TOSHIKI ISHI,JPN Mixed,2
1411,#10 KENTO ARAKI,#72 MANA OYA,JPN Mixed,2
1412,#12 Sam Choo,#99 Jack Halkyard,GBR Mixed,2
1414,#15 Joshua East,#99 Jack Halkyard,GBR Mixed,2
1848, ,#31 Laura Jungwirth,AUT Women's,2
1429,#2 TETTA HAMADA,#72 MANA OYA,JPN Mixed,2
1430,#33 Jacobo Posada,#7 Valentina Ramos,COL Mixed,2
1804,#15 Christine Seow Sok Xuan,#60 Vivien Xia Xin Tong,SGP Women's,2
2,#23 YIYANG SUN,#99 LU ZHANG,CHN Women's,2
2069,#18 Martin Fähndrich,#72 Julien Libiszewski,SUI Mixed,2
1522,#24 Joyce Ong Pei Xuan,#33 Reynard Cher Zhi Heng,SGP Mixed,2
1623,#20 Julien Bernat,#71 Ben Simmonds,CAN Mixed,2
1629,#35 Amelie Marshall,#9 Logan Keillor,CAN Mixed,2
1633,#17 Alexandra Tutuian,#8 Leon Vitaliano,SUI Mixed,2
1638,#37 Herman Engström,#99 Jakob Rehnström,SWE Mixed,2
1648,#20 Julien Bernat,#67 Emily Cho,CAN Mixed,2
1653,#13 Maya Arora-Jonsson,#99 Jakob Rehnström,SWE Mixed,2
1654,#38 PO-EN TSAI,#98 XIANG-TING HUANG,TPE Mixed,2
1659,#19 Vendela Viktorsson,#5 Alexander Hermansson,SWE Mixed,2
1725,#10 Shelby Thompson,#20 May Lee Rickards-Tang,AUS Women's,2
1724,#2 ASUKA KATAGIRI,#24 MIRI MATSUZAKI,JPN Women's,2
1669,#1 Ralph Daucourt,#25 Louis Brunner,SUI Mixed,2
1671,#71 Adam Blomgren,#78 Carl Svärd,SWE Mixed,2
1672,#5 Alexander Hermansson,#99 Jakob Rehnström,SWE Mixed,2
1676,#18 Alva Angergård,#21 Sonja Colmsjö,SWE Mixed,2
1677,#25 Louis Brunner,#46 Lisa Ringgenberg,SUI Mixed,2
1679,#12 Arvid Arensmeier,#8 Otto Edgren,SWE Mixed,2
1680,#1 Ralph Daucourt,#16 Luis Bysäth,SUI Mixed,2
1716,#0 Pénélope Robert,#19 Marie Levesque,CAN Women's,2
1684,#16 Luis Bysäth,#8 Leon Vitaliano,SUI Mixed,2
1689,#24 CHENG-WEI YOU,#70 YONG-JING CHEN,TPE Mixed,2
3,#18 Clil Phillips,#23 Margo Donahue,USA Women's,2
1712,#12 Lisa Schütz,#25 Charlotte Pfister,GER Women's,2
1710,#20 Ann-Kathrin Blum,#5 Luisa Graefer,GER Women's,2
1696,#12 Stephanie Phillips,#23 Margo Donahue,USA Women's,2
1707,#10 Francesca Ugolini,#9 Francesca Chiodini,ITA Women's,2
1618,#28 Tyler Gunasekera,#9 Logan Keillor,CAN Mixed,2
1751,#12 Emma Collina,#27 Matilde Mascellani,ITA Women's,2
1613,#11 Charles Guay,#17 Meagan Gillis,CAN Mixed,2
13,#24 YING CHEN,#99 LU ZHANG,CHN Women's,2
1524,#16 Eric Deng,#7 Eric Ly,AUS Mixed,2
1526,#33 Reynard Cher Zhi Heng,#67 Shi Hui Beh,SGP Mixed,2
1527,#1 Natasha Langsdon,#4 Shannon Carpenter,AUS Mixed,2
1529,#11 Joven Chong,#65 Shaune Chow,SGP Mixed,2
1535,#32 Hannah Gregory,#58 Jake Upton,AUS Mixed,2
1540,#2 James Wu,#22 Jessica Lowry,AUS Mixed,2
1545,#10 Hannah Bradley,#12 Richard Ly,AUS Mixed,2
1546,#28 Jasmiina Salmela,#54 Teemu Virtanen,FIN Mixed,2
1548,#36 Maria Noponen,#83 Jori Kuvaja,FIN Mixed,2
1550,#24 Okko Winqwist,#83 Jori Kuvaja,FIN Mixed,2
1552,#2 James Wu,#82 Abdul Siddique,AUS Mixed,2
1555,#21 Sanja Fonselius,#54 Teemu Virtanen,FIN Mixed,2
1607,#10 Caitlin Cho,#28 Tyler Gunasekera,CAN Mixed,2
1557,#24 Okko Winqwist,#54 Teemu Virtanen,FIN Mixed,2
1564,#28 Andrew Catchpole,#3 Curtis Ly,AUS Mixed,2
1565,#12 Richard Ly,#16 Eric Deng,AUS Mixed,2
1571,#1 Natasha Langsdon,#28 Andrew Catchpole,AUS Mixed,2
1581,#22 Tom James Smyth,#28 Taya Nell Sterkenburg,RSA Mixed,2
1585,#23 Saku Vintola,#36 Maria Noponen,FIN Mixed,2
1590,#11 Johannes Hokkanen,#30 Tinka Gylling,FIN Mixed,2
1762,#13 Shirin Shaban,#22 Anna Ly,AUS Women's,2
1593,#17 Meagan Gillis,#21 dax Miller,CAN Mixed,2
1594,#20 Julien Bernat,#28 Tyler Gunasekera,CAN Mixed,2
11,#11 Dawn Culton,#5 Marguerite Downey,USA Women's,2
1900,#17 Hayden Austin-Knab,#6 Cole Moore,USA Mixed,2
1340,#4 Juri Winter,#81 Malwine Lühder,GER Mixed,2
1333,#1 Kwan-ho Cecil Cheung,#19 Sze Ngai Jake Yuen,HKG Mixed,2
1331,#22 Orestis Vaysi,#8 Moritz Wehrheim,GER Mixed,2
1124,#38 Fraser Wigney,#9 Leon Ngo,AUS Open,2
1127,#22 Lucien Nöel,#27 James Walker,AUS Open,2
1129,#16 Oliver Loughnan,#3 Luke Prosser,AUS Open,2
2024,#34 Gustav Arnold,#48 Anton Schumann,GER Mixed,2
1134,#47 Joe Linehan,#53 Leo Cunningham,IRL Open,2
1136,#22 Louis Stewart,#53 Leo Cunningham,IRL Open,2
2016,#34 Gustav Arnold,#4 Juri Winter,GER Mixed,2
2014,#11 Johannes Hokkanen,#25 Lassi Cederlöf,FIN Mixed,2
1146,#3 Stan Vanhecke,#61 Kamiel Van Mullem,BEL Open,2
1156,#19 Alex Young,#28 Jono Keyes,AUS Open,2
1157,#27 ZHIJIE WANG,#7 HUICHENG LI,CHN Open,2
1158,#13 Corentin Schiettecatte,#64 George Donnet,BEL Open,2
1159,#33 Tobe Decraene,#39 Arne Geernaert,BEL Open,2
1160,#50 Lander Decraene,#7 Ferre Van Bogaert,BEL Open,2
1161,#20 paul Ofori,#51 Ernest Van Mullem,BEL Open,2
1162,#13 Corentin Schiettecatte,#17 Louis Bétrancourt,BEL Open,2
1166,#21 Arthur Moyersoen,#33 Tobe Decraene,BEL Open,2
1170,#23 Samir Boumalal,#61 Kamiel Van Mullem,BEL Open,2
1171,#6 Morris Witkam,#8 Lucas Bouchon,NED Open,2
2000,#5 Alicia Zhang,#91 Cameron Kennedy,CAN Mixed,2
1173,#3 Stan Vanhecke,#69 Maarten Vanlerberghe,BEL Open,2
1999,#22 Morgan O'Hara,#72 Maringi Hogan,NZL Mixed,2
1994,#20 Julien Bernat,#9 Logan Keillor,CAN Mixed,2
1184,#17 Louis Bétrancourt,#9 Sofiene Bontemps,BEL Open,2
1991,#30 Zi Cen Wang,#74 Filip Kragl,CAN Mixed,2
1122,#17 Adam Chung,#34 Tavish Dempster,NZL Open,2
1121,#16 Oliver Loughnan,#18 James French,AUS Open,2
2027,#25 Louis Brunner,#9 Hanna Lenggenhager,SUI Mixed,2
1089,#19 Alex Young,#88 Kelvin Du,AUS Open,2
1061,#17 Louis Bétrancourt,#50 Lander Decraene,BEL Open,2
1063,#14 NAOKI ISOBE,#84 KAZUMICHI NODA,JPN Open,2
2064,#22 Orestis Vaysi,#81 Malwine Lühder,GER Mixed,2
28,#2 Emily Kemp,#77 Emma Williamson,USA Women's,2
1068,#1 KAKERU CHIBA,#88 TSUBASA TAKAHASHI,JPN Open,2
2061,#71 Paul Ellsiepen,#81 Malwine Lühder,GER Mixed,2
2060,#22 Tom James Smyth,#91 Timothy John Schlesinger,RSA Mixed,2
2058,#23 James Joseph Granelli,#5 Alice Gwynne-Evans,RSA Mixed,2
1077,#11 Coby Ryan,#61 Callum Faulkner,AUS Open,2
1078,#11 Coby Ryan,#19 Alex Young,AUS Open,2
2049,#42 Tristan Bücker,#92 Elena Janowicz,GER Mixed,2
1090,#18 James French,#22 Lucien Nöel,AUS Open,2
2031,#2 Aurèle Lesslauer,#20 Simea Münger,SUI Mixed,2
2046,#81 Malwine Lühder,#97 Marta Orzechowski,GER Mixed,2
1094,#22 HONGCHI ZHANG,#27 ZHIJIE WANG,CHN Open,2
2042,#36 XIN JI,#69 WEI LIU,CHN Mixed,2
1098,#38 Fraser Wigney,#61 Callum Faulkner,AUS Open,2
2039,#21 ZHENG LI,#69 WEI LIU,CHN Mixed,2
2036,#15 Anna-Laura Hasubek,#48 Anton Schumann,GER Mixed,2
1108,#10 Angus Wicks,#16 Oliver Loughnan,AUS Open,2
2034,#42 Tristan Bücker,#8 Moritz Wehrheim,GER Mixed,2
1112,#28 Jono Keyes,#4 Damon Prendergast,AUS Open,2
1114,#11 Coby Ryan,#88 Kelvin Du,AUS Open,2
2032,#17 Alexandra Tutuian,#18 Martin Fähndrich,SUI Mixed,2
1988,#74 Filip Kragl,#91 Cameron Kennedy,CAN Mixed,2
1977,#25 Lassi Cederlöf,#54 Teemu Virtanen,FIN Mixed,2
1975,#17 Meagan Gillis,#28 Tyler Gunasekera,CAN Mixed,2
1302,#0 Marc Anthony Munoz,#18 Axel Agami Contreras,USA Mixed,2
1932,#24 HARUNA OKAMOTO,#34 TOSHIKI ISHI,JPN Mixed,2
1274,#8 Lucas Bouchon,#81 Max Engeli,NED Open,2
1277,#2 Emiel Bos,#22 Gijs Kamerbeek,NED Open,2
1925,#17 KOSUKE OKAMOTO,#3 SHUTO NAGAI,JPN Mixed,2
1283,#19 Sze Ngai Jake Yuen,#51 Meagan Chau,HKG Mixed,2
1286,#10 Nicole Chan,#24 Jacob Cowan,USA Mixed,2
1287,#20 Madalyn Simko,#38 Abigail Shilts,USA Mixed,2
1288,#6 Cole Moore,#8 Kailyn Lowder,USA Mixed,2
1292,#38 Abigail Shilts,#52 Chackgarin Brown,USA Mixed,2
1295,#20 Madalyn Simko,#77 Katrina McGuire,USA Mixed,2
1920,#26 Jia Yan Chng,#9 Jonathan Ng Yong Ming,SGP Mixed,2
1303,#26 Ava Hanna,#34 Henry Ing,USA Mixed,2
1266,#23 Sean Lemon,#88 Bryn Douglas,NZL Open,2
23,#15 Layne Dodge,#44 Stacy Gaskill,USA Women's,2
1306,#0 Kent Willcock,#62 Conor Doherty,NZL Mixed,2
1310,#10 Nicole Chan,#18 Axel Agami Contreras,USA Mixed,2
1311,#17 Hayden Austin-Knab,#26 Ava Hanna,USA Mixed,2
1915,#21 Jeffery Koh Yong Ping,#7 Jovial Kok,SGP Mixed,2
1316,#11 Sara Liang,#6 Cole Moore,USA Mixed,2
1317,#33 Finn Mädge,#42 Tristan Bücker,GER Mixed,2
1914,#16 Serena Sim Siew Ping,#67 Shi Hui Beh,SGP Mixed,2
1324,#10 Nicole Chan,#23 Paul Krenik,USA Mixed,2
1911,#11 Joven Chong,#2 Nathan Ong Song En,SGP Mixed,2
1329,#1 Kwan-ho Cecil Cheung,#9 Tai Tsui Yeung,HKG Mixed,2
1936,#17 Teemu Ropo,#30 Tinka Gylling,FIN Mixed,2
1265,#43 Benjamin Swanson,#48 Hamish Forde,NZL Open,2
1203,#39 Arne Geernaert,#61 Kamiel Van Mullem,BEL Open,2
1233,#14 Roan Gaasbeek,#9 Benjamin Oort,NED Open,2
1208,#27 ZHIJIE WANG,#81 JIAYI HAN,CHN Open,2
1209,#23 QINGLI LIN,#81 JIAYI HAN,CHN Open,2
1211,#11 Peter Shanahan,#34 Fionn Murray,IRL Open,2
1212,#22 HONGCHI ZHANG,#23 QINGLI LIN,CHN Open,2
1969,#5 Alicia Zhang,#74 Filip Kragl,CAN Mixed,2
1968,#84 Ned Morris,#9 Leon Williams,GBR Mixed,2
1219,#17 Aaron Reilly,#53 Leo Cunningham,IRL Open,2
1226,#14 Roan Gaasbeek,#44 Aäron Morsen,NED Open,2
1228,#2 Emiel Bos,#45 Finn Liersch,NED Open,2
1230,#2 Emiel Bos,#64 Elian Van Hees,NED Open,2
1962,#19 Felix Leonard,#5 Alicia Zhang,CAN Mixed,2
1234,#14 Roan Gaasbeek,#53 Filip Molnár,NED Open,2
1262,#22 HONGCHI ZHANG,#72 ZHENLONG NIU,CHN Open,2
